Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank
1,J Lindqvist,Edge Computing for Mixed Reality,2019,,diva-portal.org,http://www.diva-portal.org/smash/record.jsf?pid=diva2:1371532,"https://scholar.google.com/scholar?cites=12946243947952559992&as_sdt=2005&sciodt=0,5&hl=en",216
1,"T Bahreini, M Brocanelli, D Grosu",Energy-aware speculative execution in vehicular edge computing systems,2019,… of the 2nd International Workshop on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3301418.3313940,"https://scholar.google.com/scholar?cites=2453291893922280149&as_sdt=2005&sciodt=0,5&hl=en",217
4,"Y Huang, J Zhang, J Duan, B Xiao…",Resource Allocation and Consensus on Edge Blockchain in Pervasive Edge Computing Environments,2019,2019 IEEE 39th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8884875/,"https://scholar.google.com/scholar?cites=12055370693620905708&as_sdt=2005&sciodt=0,5&hl=en",218
1,"D Callegaro, S Baidya, M Levorato",A Measurement Study on Edge Computing for Autonomous UAVs,2019,… Mobile AirGround Edge Computing …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3341568.3342109,"https://scholar.google.com/scholar?cites=3135364094672010296&as_sdt=2005&sciodt=0,5&hl=en",219
1,"C Liu, X Wang, J Ni, Y Cao, B Liu",An Edge Computing Visual System for Vegetable Categorization,2019,arXiv preprint,cs.uml.edu,https://www.cs.uml.edu/~cliu/pub/ICMLA_2019_preprint.pdf,"https://scholar.google.com/scholar?cites=13528250396074594010&as_sdt=2005&sciodt=0,5&hl=en",220
2,"Q Yao, J Ma, R Li, X Li, J Li, J Liu",Energy-aware RFID authentication in Edge computing,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8735851/,"https://scholar.google.com/scholar?cites=7547645789663730530&as_sdt=2005&sciodt=0,5&hl=en",221
4,"EM Dogo, AF Salami, CO Aigbavboa, T Nkonyana",Taking cloud computing to the extreme edge: A review of mist computing for smart cities and industry 4.0 in Africa,2019,Edge Computing,Springer,https://link.springer.com/chapter/10.1007/978-3-319-99061-3_7,"https://scholar.google.com/scholar?cites=7534190399003124965&as_sdt=2005&sciodt=0,5&hl=en",222
3,"U Jayasinghe, GM Lee, Á MacDermott…",TrustChain: A Privacy Preserving Blockchain with Edge Computing,2019,… and Mobile Computing,hindawi.com,https://www.hindawi.com/journals/wcmc/2019/2014697/abs/,"https://scholar.google.com/scholar?cites=11191682364668531401&as_sdt=2005&sciodt=0,5&hl=en",223
18,"E Li, L Zeng, Z Zhou, X Chen",Edge AI: On-Demand Accelerating Deep Neural Network Inference via Edge Computing,2019,IEEE Transactions on Wireless …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8876870/,"https://scholar.google.com/scholar?cites=12656429950946298320&as_sdt=2005&sciodt=0,5&hl=en",224
3,"V Karagiannis, A Venito, R Coelho…",Edge computing with peer to peer interactions: Use cases and impact,2019,Proceedings of the …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3313150.3313226,"https://scholar.google.com/scholar?cites=499014448371858546&as_sdt=2005&sciodt=0,5&hl=en",225
2,"K Jiang, H Ni, P Sun, R Han",An improved binary grey wolf optimizer for dependent task scheduling in edge computing,2019,2019 21st International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8702018/,"https://scholar.google.com/scholar?cites=15831579242532150273&as_sdt=2005&sciodt=0,5&hl=en",226
1,"A George, A Ravindran",Latency control for distributed machine vision at the edge through approximate computing,2019,International Conference on Edge Computing,Springer,https://link.springer.com/chapter/10.1007/978-3-030-23374-7_2,"https://scholar.google.com/scholar?cites=18068565748452190765&as_sdt=2005&sciodt=0,5&hl=en",227
1,"X Yang, F Zhang, T Jiang…",Environmental Monitoring of Chicken House Based on Edge Computing in Internet of Things,2019,2019 IEEE 8th Joint …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8785634/,"https://scholar.google.com/scholar?cites=2148801132928419569&as_sdt=2005&sciodt=0,5&hl=en",228
5,S Zhao,A Node-Selection-Based Sub-Task Assignment Method for Coded Edge Computing,2019,IEEE Communications Letters,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8680702/,"https://scholar.google.com/scholar?cites=15642082060241791404&as_sdt=2005&sciodt=0,5&hl=en",229
1,"X Zhang, Z Huang",Research on Smart Environmental Protection IoT Application Dased on Edge Computing,2019,2019 International Conference on Computer …,atlantis-press.com,https://www.atlantis-press.com/proceedings/cnci-19/125906922,"https://scholar.google.com/scholar?cites=2353423706720375362&as_sdt=2005&sciodt=0,5&hl=en",231
1,"R Ullah, MAU Rehman, BS Kim",Poster: A Testbed Implementation of NDN-based Edge Computing for Mobile Augmented Reality,2019,… of the 20th International Workshop on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3301293.3309565,"https://scholar.google.com/scholar?cites=9555094185017697162&as_sdt=2005&sciodt=0,5&hl=en",232
3,"G Cristescu, R Dobrescu, O Chenaru…",DEW: A New Edge Computing Component for Distributed Dynamic Networks,2019,… Conference on Control …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8745159/,"https://scholar.google.com/scholar?cites=16044391087354766901&as_sdt=2005&sciodt=0,5&hl=en",233
1,"J Xie, C Qian, D Guo, M Wang, S Shi…",Efficient indexing mechanism for unstructured data sharing systems in edge computing,2019,IEEE INFOCOM 2019 …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8737617/,"https://scholar.google.com/scholar?cites=12343260448529858509&as_sdt=2005&sciodt=0,5&hl=en",234
3,"A Kovtunenko, M Timirov, A Bilyalov",Multi-agent approach to computational resource allocation in edge computing,2019,"… of Things, Smart Spaces, and Next …",Springer,https://link.springer.com/chapter/10.1007/978-3-030-30859-9_12,"https://scholar.google.com/scholar?cites=5554947614938851657&as_sdt=2005&sciodt=0,5&hl=en",235
1,"M Daraghmeh, I Al Ridhawi, M Aloqaily…",A Power Management Approach to Reduce Energy Consumption for Edge Computing Servers,2019,… Edge Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8795328/,"https://scholar.google.com/scholar?cites=15456416441432238496&as_sdt=2005&sciodt=0,5&hl=en",236
2,"F Carpio, A Jukan, R Sosa, AJ Ferrer",Engineering a QoS Provider Mechanism for Edge Computing with Deep Reinforcement Learning,2019,arXiv preprint arXiv:1905.00785,arxiv.org,https://arxiv.org/abs/1905.00785,"https://scholar.google.com/scholar?cites=7456825000313731021&as_sdt=2005&sciodt=0,5&hl=en",237
1,"D Bhatta, L Mashayekhy",Generalized Cost-Aware Cloudlet Placement for Vehicular Edge Computing Systems,2019,Proceedings of the 11th IEEE International …,eecis.udel.edu,https://www.eecis.udel.edu/lena/files/CloudCom19_lena.pdf,"https://scholar.google.com/scholar?cites=3773912829990439616&as_sdt=2005&sciodt=0,5&hl=en",238
1,"C Jian, J Chen, J Ping, M Zhang",An improved chaotic bat swarm scheduling learning model on edge computing,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8704178/,"https://scholar.google.com/scholar?cites=15162186280647842592&as_sdt=2005&sciodt=0,5&hl=en",239
2,"J Zheng, L Gao, H Wang, X Li, P Xu, L Wang…",Joint downlink and uplink edge computing offloading in ultra-dense HetNets,2019,Mobile Networks and …,Springer,https://link.springer.com/article/10.1007/s11036-019-01274-y,"https://scholar.google.com/scholar?cites=6801319262250268091&as_sdt=2005&sciodt=0,5&hl=en",240
1,RMC Barreto,IoT Edge Computing Neural Networks on Reconfigurable Logic,2019,,estudogeral.sib.uc.pt,https://estudogeral.sib.uc.pt/handle/10316/87970,"https://scholar.google.com/scholar?cites=11218907494969488606&as_sdt=2005&sciodt=0,5&hl=en",242
4,"R Wang, WT Tsai, J He, C Liu, Q Li…",A Video Surveillance System Based on Permissioned Blockchains and Edge Computing,2019,2019 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8679354/,"https://scholar.google.com/scholar?cites=1976650278646473216&as_sdt=2005&sciodt=0,5&hl=en",243
1,"G Guan, W Dong, J Zhang, Y Gao, T Gu…",Queec: QoE-aware edge computing for complex IoT event processing under dynamic workloads,2019,Proceedings of the ACM …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3321408.3321591,"https://scholar.google.com/scholar?cites=17655382637362149195&as_sdt=2005&sciodt=0,5&hl=en",244
1,"K Bhardwaj, A Gavrilovska, V Kolesnikov…",Addressing the Fragmentation Problem in Distributed and Decentralized Edge Computing: A Vision,2019,2019 IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8790194/,"https://scholar.google.com/scholar?cites=15345427472076670391&as_sdt=2005&sciodt=0,5&hl=en",245
2,"Y Wang, Y Li, T Lan, N Choi",A reinforcement learning approach for online service tree placement in edge computing,2019,2019 IEEE 27th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8888150/,"https://scholar.google.com/scholar?cites=902407197513546021&as_sdt=2005&sciodt=0,5&hl=en",246
1,"Z Liang, Y Liut, K Huang, TM Lok",I/O Interference Aware Multiuser Computation Offloading for Virtualized Edge Computing,2019,ICC 2019-2019 IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8762042/,"https://scholar.google.com/scholar?cites=13722182841853381761&as_sdt=2005&sciodt=0,5&hl=en",247
1,"A Passian, N Imam","Nanosystems, Edge Computing, and the Next Generation Computing Systems",2019,Sensors,mdpi.com,https://www.mdpi.com/1424-8220/19/18/4048,"https://scholar.google.com/scholar?cites=16638929262847234868&as_sdt=2005&sciodt=0,5&hl=en",248
3,"L Mendiboure, MA Chalouf, F Krief",Edge computing based applications in vehicular environments: Comparative study and main issues,2019,Journal of Computer Science and …,Springer,https://link.springer.com/article/10.1007/s11390-019-1947-3,"https://scholar.google.com/scholar?cites=15704610088547503551&as_sdt=2005&sciodt=0,5&hl=en",249
1,"A Alnoman, S Erkucuk…",Sparse Code Multiple Access-Based Edge Computing for IoT Systems,2019,IEEE Internet of Things …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8704942/,"https://scholar.google.com/scholar?cites=14244946479991724895&as_sdt=2005&sciodt=0,5&hl=en",250
2,"L Xiao, W Zhuang, S Zhou, C Chen",Learning While Offloading: Task Offloading in Vehicular Edge Computing Network,2019,Learning-based VANET …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-01731-6_3,"https://scholar.google.com/scholar?cites=16144934346211532141&as_sdt=2005&sciodt=0,5&hl=en",251
1,"C Mechalikh, H Taktak, F Moussa",Towards a scalable and QoS-aware load balancing platform for edge computing environments,2019,The 2019 International …,researchgate.net,https://www.researchgate.net/profile/Charafeddine_Mechalikh/publication/337013102_Towards_a_Scalable_and_QoS-Aware_Load_Balancing_Platform_for_Edge_Computing_Environments/links/5e7f857ea6fdcc139c102b29/Towards-a-Scalable-and-QoS-Aware-Load-Balancing-Platform-for-Edge-Computing-Environments.pdf,"https://scholar.google.com/scholar?cites=12488486810218130890&as_sdt=2005&sciodt=0,5&hl=en",252
1,"D Zhang, D Wang",Heterogeneous social sensing edge computing system for deep learning based disaster response: demo abstract,2019,Proceedings of the International Conference on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3302505.3312589,"https://scholar.google.com/scholar?cites=1572332130705685597&as_sdt=2005&sciodt=0,5&hl=en",253
2,"Y Zhao, B Yan, W Wang, Y Lin…",On-board artificial intelligence based on edge computing in optical transport networks,2019,2019 Optical Fiber …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8696303/,"https://scholar.google.com/scholar?cites=7811793433351917385&as_sdt=2005&sciodt=0,5&hl=en",254
2,"SH Lee, T Lee, S Kim, S Park",Energy consumption prediction system based on deep learning with edge computing,2019,2019 IEEE 2nd International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8839589/,"https://scholar.google.com/scholar?cites=2885352054367325904&as_sdt=2005&sciodt=0,5&hl=en",255
4,"X Huang, P Li, R Yu",Social Welfare Maximization in Container-Based Task Scheduling for Parked Vehicle Edge Computing,2019,IEEE Communications Letters,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8730376/,"https://scholar.google.com/scholar?cites=13943834663316152365&as_sdt=2005&sciodt=0,5&hl=en",256
1,"F Cicirelli, A Guerrieri, G Spezzano…","A Cognitive Enabled, Edge-Computing Architecture for Future Generation IoT Environments",2019,2019 IEEE 5th World …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8767246/,"https://scholar.google.com/scholar?cites=3985519548834981026&as_sdt=2005&sciodt=0,5&hl=en",257
2,"Y Zhou, Z Tang, L Qi, X Zhang, W Dou, S Wan",Intelligent service recommendation for cold-start problems in edge computing,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8684189/,"https://scholar.google.com/scholar?cites=8033446428864647822&as_sdt=2005&sciodt=0,5&hl=en",258
1,"N Koutroumpouchos, C Ntantogian…",Secure edge computing with lightweight control-flow property-based attestation,2019,… IEEE Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8806658/,"https://scholar.google.com/scholar?cites=16940072034136492740&as_sdt=2005&sciodt=0,5&hl=en",259
1,"WG Soliman, DVRK Reddy",Microprocessor Based Edge Computing for an Internet of Things (IoT) Enabled Distributed Motion Control,2019,… Conference on Advances in Computing and …,Springer,https://link.springer.com/chapter/10.1007/978-981-13-9942-8_3,"https://scholar.google.com/scholar?cites=13261591031534171385&as_sdt=2005&sciodt=0,5&hl=en",260
1,"S Takagi, J Kaneda, S Arakawa…",An Improvement of Service Qualities by Edge Computing in Network-oriented Mixed Reality Application,2019,2019 6th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8820388/,"https://scholar.google.com/scholar?cites=12902600368622234485&as_sdt=2005&sciodt=0,5&hl=en",261
2,"Y Liu, C Zhu, X Deng, P Guan, Z Wan, J Luo…",UAV-aided urban target tracking system based on edge computing,2019,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1902.00837,"https://scholar.google.com/scholar?cites=6746577323840312821&as_sdt=2005&sciodt=0,5&hl=en",262
1,"A Celesti, O Amft, M Villari","Guest Editorial Special Section on Cloud Computing, Edge Computing, Internet of Things, and Big Data Analytics Applications for Healthcare Industry 4.0",2019,IEEE Transactions on Industrial …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8602428/,"https://scholar.google.com/scholar?cites=925724662952802078&as_sdt=2005&sciodt=0,5&hl=en",263
2,"S Hou, X Huang",Use of Machine Learning in Detecting Network Security of Edge Computing System,2019,2019 IEEE 4th International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8713237/,"https://scholar.google.com/scholar?cites=2031652530686190914&as_sdt=2005&sciodt=0,5&hl=en",264
2,"L Lei, H Xu, X Xiong, K Zheng…",Multiuser Resource Control With Deep Reinforcement Learning in IoT Edge Computing,2019,IEEE Internet of Things …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8802256/,"https://scholar.google.com/scholar?cites=13645296405479093143&as_sdt=2005&sciodt=0,5&hl=en",265
1,"J Zietsch, L Büth, M Juraschek, N Weinert…",Identifying the potential of edge computing in factories through mixed reality,2019,Procedia …,researchgate.net,https://www.researchgate.net/profile/Jakob_Zietsch/publication/333986074_Identifying_the_potential_of_edge_computing_in_factories_through_mixed_reality/links/5e3a55c7a6fdccd96587f63d/Identifying-the-potential-of-edge-computing-in-factories-through-mixed-reality.pdf,"https://scholar.google.com/scholar?cites=1116935632845537894&as_sdt=2005&sciodt=0,5&hl=en",266
1,"KD Hoang, C Wayllace, W Yeoh, J Beal…",New distributed constraint satisfaction algorithms for load balancing in edge computing: A feasibility study,2019,… on Optimization in …,isye.gatech.edu,https://www2.isye.gatech.edu/~fferdinando3/cfp/OPTMAS19/papers/paper_10.pdf,"https://scholar.google.com/scholar?cites=12819455249580535636&as_sdt=2005&sciodt=0,5&hl=en",267
1,"H Lin, Z Chen, L Wang",Offloading for Edge Computing in Low Power Wide Area Networks With Energy Harvesting,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8735705/,"https://scholar.google.com/scholar?cites=875183300137002420&as_sdt=2005&sciodt=0,5&hl=en",268
