Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,,,
2,"M Yang, T Zhu, B Liu, Y Xiang, W Zhou",Machine learning differential privacy with multifunctional aggregation in a fog computing architecture. IEEE Access 6: 17119–17129,2018,doi. org/10.1109/ACCES S,,,"https://scholar.google.com/scholar?cites=15709364744510443606&as_sdt=2005&sciodt=0,5&hl=en",681,,,
2,"KG Srinivasas, P Lathar, GM Siddesh",The Rise of Fog Computing in the Digital Era. Hershey,2018,,PA: IGI Global,,"https://scholar.google.com/scholar?cites=8471954421135312006&as_sdt=2005&sciodt=0,5&hl=en",682,,,
2,"KN Ranesh, G Saurabh","Fog computing: Survey of Trends, Architetures, Requirements and Research directions [J]",2018,IEEE Access,,,"https://scholar.google.com/scholar?cites=1453181216163454536&as_sdt=2005&sciodt=0,5&hl=en",683,,,
2,"A Eiermann, M Renner, M GroBmann","On a Fog Computing Platform Built on ARM Architectures by Docker Container Technology, vol. 863",2018,,,,"https://scholar.google.com/scholar?cites=4389324269957248457&as_sdt=2005&sciodt=0,5&hl=en",684,,,
0,IM Neagu,Sustainable Smart Cities: A Fog Computing Framework for a Smart Urban Transport Network,2018,Studia Universitatis „Vasile Goldis” Arad–Economics …,degruyter.com,https://www.degruyter.com/downloadpdf/j/sues.2018.28.issue-4/sues-2018-0021/sues-2018-0021.xml,,685,,,
0,"M Parto, M Dinar, T Kurfess","An MTConnect-Compatible Platform For Secured Machine Monitoring Through Integration Of Fog Computing, Cloud Computing, And Communication Protocols",2018,Proceedings of the International …,jstage.jst.go.jp,https://www.jstage.jst.go.jp/article/isfa/2018/0/2018_329/_article/-char/ja/,,686,,,
0,Z Musa,A fog computing framework for scalable RFID systems in global supply chain management,2018,,research.library.mun.ca,http://research.library.mun.ca/id/eprint/13186,,687,,,
0,"A Kattepur, HK Rath, A Simha",Systems and methods for estimating computation times a-priori in fog computing robotics,2018,"US Patent App. 15/894,322",Google Patents,https://patents.google.com/patent/US20180276049A1/en,,688,,,
0,"R Iberl, R Schillinger",Cloud Technologies–May 'Fog Computing'Help out the Traditional Cloud and Pave the Way to 5G Networks,2018,Digital Marketplaces Unleashed,Springer,https://link.springer.com/chapter/10.1007/978-3-662-49275-8_67,,689,,,
0,"YS Zhao, HC Chao",A Green and Secure IoT Framework for Intelligent Buildings based on Fog Computing,2018,Journal of Internet Technology,jit.ndhu.edu.tw,https://jit.ndhu.edu.tw/article/view/1701,,690,,,
0,M Altayeb,The Design and Implementation of Fog Computing Cluster for High-Speed Computation Intensive Real-Time Wireless Sensor Network,2018,"… Conference on Computer, Control, Electrical, and …",ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8515768/,,691,,,
0,"SCL Hernandes, ME Pellenz, ...",An Architecture of Fog Computing in Smart Cities: the middleware E2BS in emergency calls,2018,2018 XLIV Latin …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8786280/,,692,,,
0,"P Wang, WH Lin, BH Wu, KM Chao, ...",A Cross-Age Face Recognition Approach Using Fog Computing Architecture for User Authentication on Mobile Devices,2018,2018 IEEE 15th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8592634/,,694,,,
0,"K Lei, Y Xie, J Shi, H Zhang, G Zhang, ...",OptCaching: A Stackelberg Game and Belief Propagation Based Caching Scheme for Joint Utility Optimization in Fog Computing,2018,2018 IEEE 24th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8644641/,,695,,,
0,C Ramos Ibáñez,Use of blockchain technology for fair delegation in fog computing environments,2018,,e-archivo.uc3m.es,https://e-archivo.uc3m.es/handle/10016/29457,,696,,,
0,T Zhang,Control plane optimization in Software Defined Networking and task allocation for Fog Computing,2018,,researchgate.net,https://www.researchgate.net/profile/Tianzhu_Zhang6/publication/327199458_Control_plane_optimization_in_Software_Defined_Networking_and_task_allocation_for_Fog_Computing/links/5b7f7412299bf1d5a723c79c/Control-plane-optimization-in-Software-Defined-Networking-and-task-allocation-for-Fog-Computing.pdf,,697,,,
0,"P Suresh, S Koteeswaran, N Malarvizhi, ...","Internet of Things (IoT): A Study on Key Elements, Protocols, Application, Research Challenges, and Fog Computing",2018,… and Fog Computing …,igi-global.com,https://www.igi-global.com/chapter/internet-of-things-iot/204268,,698,,,
0,TDD Chirindo,An open vendor agnostic fog computing framework for mission critical and data dense applications,2018,,open.uct.ac.za,https://open.uct.ac.za/handle/11427/29984,,699,,,
0,C Stylianopoulos,Parallel and Distributed Processing in the Context of Fog Computing: High Throughput Pattern Matching and Distributed Monitoring,2018,,research.chalmers.se,https://research.chalmers.se/publication/503306/file/503306_Fulltext.pdf,,700,,,
2,"S Saraswat, HP Gupta, T Dutta",A Minimum Cost Real-Time Ubiquitous Computing System Using Edge-Fog-Cloud,2018,2018 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8710091/,"https://scholar.google.com/scholar?cites=5002389157426612695&as_sdt=2005&sciodt=0,5&hl=en",701,,,
0,"A Maitra, N Kuntagod, SK Kumaresan, ...",Detecting trigger conditions to dynamically update a model based on sensor data in a fog computing environment,2018,US Patent App. 15 …,Google Patents,https://patents.google.com/patent/US20180184232A1/en,,702,,,
0,T Wiss,Evaluation of Internet of Things Communication Protocols Adapted for Secure Transmission in Fog Computing Environments,2018,,diva-portal.org,http://www.diva-portal.org/smash/record.jsf?pid=diva2:1272539,,703,,,
3,"SK Sood, KD Singh",Identification of a malicious optical edge device in the SDN-based optical fog/cloud computing network,2018,Journal of Optical Communications,degruyter.com,https://www.degruyter.com/view/j/joc.ahead-of-print/joc-2018-0047/joc-2018-0047.xml,"https://scholar.google.com/scholar?cites=18297935926562885572&as_sdt=2005&sciodt=0,5&hl=en",704,,,
2,M Maksimovic,Fog Computing in Internet of Things-Based E-Health System—Challenges and Opportunities for Managing Health-Associated Data,2018,Handbook of e-Business Security,taylorfrancis.com,https://www.taylorfrancis.com/books/e/9780429468254/chapters/10.1201/9780429468254-6,"https://scholar.google.com/scholar?cites=14140115577135863762&as_sdt=2005&sciodt=0,5&hl=en",705,,,
0,"MM Bazm, M Lacoste, M Südholt, ...",Secure Distributed Computing on Untrusted Fog Infrastructures Using Trusted Linux Containers,2018,… on Cloud Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8591022/,,706,,,
0,"D Sinha, K Doshi, MR Babu",An Efficient Approach To Civil Structures Health Monitoring Using Fog Computing As Clusters Through 5G Network Environment,2018,Advances in Systems Science and …,ijassa.ipu.ru,https://ijassa.ipu.ru/index.php/ijassa/article/view/543,,707,,,
0,P O'Donovan,An industrial analytics methodology and fog computing cyber-physical system for Industry 4.0 embedded machine learning applications,2018,,cora.ucc.ie,https://cora.ucc.ie/handle/10468/6574,,708,,,
1,"RKA Sakir, MR Ramli, DS Kim",Architecture of Autonomous Vehicle Based on Fog Computing for IndustrialInternet of Things,2018,한국통신학회 학술대회논문집,dbpia.co.kr,http://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE07565066,"https://scholar.google.com/scholar?cites=14170497278650264924&as_sdt=2005&sciodt=0,5&hl=en",709,,,
2,V Marbukh,Towards efficient offloading in fog/edge computing by approximating effect of externalities,2018,IEEE INFOCOM 2018-IEEE Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8406835/,"https://scholar.google.com/scholar?cites=13932353456688664892&as_sdt=2005&sciodt=0,5&hl=en",710,,,
2,"D Sarddar, S Barman, P Sen, R Pandit",Refinement of resource management in fog computing aspect of qos,2018,… Journal of grid and Distributed Computing,,,"https://scholar.google.com/scholar?cites=18405940790403120805&as_sdt=2005&sciodt=0,5&hl=en",711,,,
0,"A Al-Qamash, I Soliman, R Abulibdeh, ...","Cloud, Fog, and Edge Computing: A Software Engineering Perspective",2018,… on Computer and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8460443/,,712,,,
0,M Gheysari,"Investigating the potential of the Internet of Things Things Based on Fog Computing, on the design and creation of an earthquake detection, warning and response …",2018,Disaster Prevention and Management Knowledge …,dpmk.ir,http://dpmk.ir/browse.php?a_id=193&slc_lang=en&sid=1&printcase=1&hbnr=1&hmb=1,,713,,,
1,"Q Huang, Y Yang, L Wang",Correction to “Secure Data Access Control With Ciphertext Update and Computation Outsourcing in Fog Computing for Internet of Things”,2018,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8338470/,"https://scholar.google.com/scholar?cites=17301716036285439885&as_sdt=2005&sciodt=0,5&hl=en",715,,,
2,"S Naveen, MR Kounte","In Search of the Future Technologies: Fusion of Machine Learning, Fog and Edge Computing in the Internet of Things",2018,"… conference on Computer Networks, Big data and …",Springer,https://link.springer.com/chapter/10.1007/978-3-030-24643-3_33,"https://scholar.google.com/scholar?cites=11905888973774358468&as_sdt=2005&sciodt=0,5&hl=en",716,,,
0,R Mahalakshmi,Security and proximity issues of computing using fog,2018,,academia.edu,https://www.academia.edu/download/57674370/V4I5-1313.pdf,,717,,,
0,"JA Habibi, F Djohar, R Hakimi",Analyzing SDN-Based Vehicular Network Framework in 5G Services: Fog and Mobile Edge Computing,2018,2018 4th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8527726/,,718,,,
1,"A Zamani, S Sharifian",A Novel Approach for Service Function Chain (SFC) Mapping with Multiple SFC instances in a Fog-To-Cloud Computing System,2018,2018 4th Iranian Conference on Signal …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8700535/,"https://scholar.google.com/scholar?cites=1022054275382300820&as_sdt=2005&sciodt=0,5&hl=en",719,,,
2,"M Hilbrich, M Frank",Abstract fog in the bottle-trends of computing in history and future,2018,2018 44th Euromicro Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8498256/,"https://scholar.google.com/scholar?cites=17673740671760974113&as_sdt=2005&sciodt=0,5&hl=en",720,,,
0,"A Bonadio, F Chiti, R Fantacci",An Integrated Framework for Fog Communications and Computing in Internet of Vehicles.,2018,OMNeT++,yahootechpulse.easychair.org,https://yahootechpulse.easychair.org/publications/download/L1jn,,721,,,
2,"MS Thangam, M Vijayalakshmi",Data-intensive Computation Offloading using Fog and Cloud Computing for Mobile Devices Applications,2018,… International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8748812/,"https://scholar.google.com/scholar?cites=10801826056811031224&as_sdt=2005&sciodt=0,5&hl=en",722,,,
0,"SW Akram, P Rajesh, S Shama","A review report on challenges and opportunities of edge, fog and cloud computing by employing IoT technology",2018,International Journal of …,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/8e8c/5dac014db24776eb5f8239299df89b7bc985.pdf,,723,,,
0,MF Argerich,Learning based Adaptation for Fog and Edge Computing Applications and Services,2018,,ichatz.me,http://ichatz.me/thesis/msc-datascience/2018-fadel.pdf,,724,,,
1,"M Iorga, MJ Martin, L Feldman",Fog Computing Conceptual Model NIST,2018,Spec. Publ. 500–325,,,"https://scholar.google.com/scholar?cites=960316478058870396&as_sdt=2005&sciodt=0,5&hl=en",727,,,
0,"G Sambasivam, J Amudhavel, ...",Enhanced Hybrid QoS Framework for Intelligent Decision Making (IDM) in Fog Computing,2018,BIOSCIENCE …,SOC SCIENCE & NATURE C-52 …,,,729,,,
2,"M Cinque, C Esposito, S Russo",Trust management in fog/edge computing by means of blockchain technologies,2018,… ) and IEEE Green Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8726634/,"https://scholar.google.com/scholar?cites=14936933122052509344&as_sdt=2005&sciodt=0,5&hl=en",730,,,
0,PS Apirajitha,A Study on Data Security In Fog Computing,2018,International Journal of Engineering & Technology,,,,731,,,
0,"BB Gupta, DP Agrawal, S Yamaguchi",Introduction to special issue on recent advances on sustainability for green cloud and fog computing,2018,,Elsevier,,,733,,,
0,"T Asvany, J Amudhavel, ...",Shuffled frog-leaping algorithm SFLA for solving Load Balancing Problem through Fog Computing in Cloud Servers,2018,BIOSCIENCE …,SOC SCIENCE & NATURE C-52 …,,,734,,,
0,KF Skawiński,Development of an experiment and a research stand to compare fog and edge computing paradigms using the IoR system,2018,,repo.pw.edu.pl,https://repo.pw.edu.pl/info/bachelor/WUT3a844bf69d874281910c3ef7b1590aa5/,,737,,,
0,"SHUC WANG, YAJ LIN, KUOQIN YAN",THE OPTIMAL SOLUTION OF CONSENSUS IN A FOG COMPUTING BASED IOT WITHIN UNRELIABLE COMMUNICATION,2018,ICIC express letters. Part B …,ci.nii.ac.jp,https://ci.nii.ac.jp/naid/40021711678/,,738,,,
0,"C Zhu, G Pastor, Y Xiao, A Ylajaaski",Vehicular Fog Computing for Video Crowdsourcing,2018,,aaltodoc.aalto.fi,https://aaltodoc.aalto.fi/handle/123456789/34616,,739,,,
0,"P Liljeberg, JS Preden, A Jantsch",Fog Computing in the Internet of Things: Intelligence at the Edge,2018,,Springer.,,,740,,,
0,"M Sakina, MH Sara, MS kaleem Fatima, MMM Ali",A Three Layer Privacy Preserving Secure Cloud Storage Based On Fog Computing,2018,European Journal of Business and …,,,,741,,,
0,C SUN,Improving DaaS with Kubernetes in fog computing environments,2018,,politesi.polimi.it,https://www.politesi.polimi.it/handle/10589/140107,,742,,,
0,"M Ida Syafiza, MOI Musa, TEH El-Gorashi, AQ Lawey, ...",Energy Efficiency of Fog Computing Health Monitoring Applications.,2018,CoRR,,,,743,,,
0,TA Ahanger,Mobility of Internet of Things and Fog Computing: Serious Concerns and Future Directions.,2018,IJCNIS,,,,744,,,
0,Y Jararwah,"Leveraging fog computing and software defined systems for selective forwarding attacks detection in mobile wireless sensor networks (vol 29, e3183 …",2018,TRANSACTIONS ON EMERGING …,"… ST, HOBOKEN 07030-5774, NJ USA",,,745,,,
0,"HC Chao, B Hu, CY Chen",Fog computing and internet of everything for emerging enterprise information systems,2018,,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/17517575.2017.1405076,,746,,,
0,TT Motyka,Video streaming system based on fog computing implemented on Hadoop platform,2018,,repo.pw.edu.pl,https://repo.pw.edu.pl/info/bachelor/WUT052edb18258c4c0b8a8b9164f8d0332f/?r=diploma&tab=&lang=pl,,750,,,
0,"F Taamourt, A Akilal",Evaluation des performances d'une fotte de drones dans un environnement Fog computing.,2018,,univ-bejaia.dz,http://univ-bejaia.dz/dspace/handle/123456789/12401,,752,,,
0,"C Chang, SN Srirama",Providing Context as a Service Using Service-Oriented Mobile Indie Fog and Opportunistic Computing,2018,European Conference on Software Architecture,Springer,https://link.springer.com/chapter/10.1007/978-3-030-00761-4_15,,755,,,
1,"S Ci, N Lin, Y Zhou, H Li, Y Yang",A New Digital Power Supply System for Fog and Edge Computing,2018,… & Mobile Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8450497/,"https://scholar.google.com/scholar?cites=15640971330918410448&as_sdt=2005&sciodt=0,5&hl=en",756,,,
0,"J dos Santos Machado, DS Silva, ...",Performance Evaluation to Provide StaaS to IoT Devices in Fog Computing Environment,2018,… Computing Systems …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8748889/,,758,,,
0,J Youn,Vehicular Fog Computing based Safety Message Transmission Scheme,2018,Proceedings of the Korean Institute of Information and …,koreascience.or.kr,http://www.koreascience.or.kr/article/CFKO201835146901657.page,,762,,,
0,"X Shen, X Song, X Meng, C Jia",Edge Computing Sever Selection in Fog Radio Access Networks,2018,2018 IEEE/CIC International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8674471/,,766,,,
0,B Confais,Conception d'un système de partage de données adapté à un environnement de Fog Computing,2018,,hal.archives-ouvertes.fr,https://hal.archives-ouvertes.fr/tel-01868308/,,767,,,
0,"YS Chen, J Syu, HE Lin",An Efficient Group Handover Scheme Using Network Coding in Fog-Computing-Based RANs,2018,TANET2018 臺灣網際網路研討會,airitilibrary.com,https://www.airitilibrary.com/Publication/alDetailedMesh?docid=P20181212001-201811-201812120011-201812120011-799-804,,769,,,
0,"M Aich, K Kataoka",Placement of Service Chain and Removal of bottlenecks in Edge-Fog-Cloud computing,2018,,raiith.iith.ac.in,http://raiith.iith.ac.in/id/eprint/4215,,775,,,
4,"T Wang, J Zhou, A Liu, M Bhuiyan, G Wang, W Jia",Fog-based computing and storage offloading for data synchronization in IoT. IEEE Internet Things J.(2018),2018,,,,"https://scholar.google.com/scholar?cites=13091565572194723884&as_sdt=2005&sciodt=0,5&hl=en",779,,,
