Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,,
1,"A Akter, A Islam, SY Shin",Mobile Edge Computing based Mixed Reality Application for the Assistance of Blind and Visually Impaired People,2019,2019 7th International Conference …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8835341/,"https://scholar.google.com/scholar?cites=1989146569381755540&as_sdt=2005&sciodt=0,5&hl=en",220,1,"Mixed Reality (MR) applications are becoming very popular in different sectors such as communication, education and entertainment for its extensive application areas and also for the wide adoption of mobile and especially wearable devices. Due to weak computational …"
1,"JF van Dam, N Bißmeyer, C Zimmermann…","Security in hybrid vehicular communication based on its g5, lte-v, and mobile edge computing",2019,Fahrerassistenzsysteme …,Springer,https://link.springer.com/chapter/10.1007/978-3-658-23751-6_8,"https://scholar.google.com/scholar?cites=16871295104135838549&as_sdt=2005&sciodt=0,5&hl=en",221,1,"The introduction of a Cooperative Intelligent Transportation System (C-ITS) is an enabler for increased safety on roads and future autonomous vehicle deployments. Further, traffic efficiency is intended to be increased by having smoother and more efficient traffic flow. New …"
1,"Z Haitao, D Yi, Z Mengkang, W Qin, S Xinyue…",Multipath transmission workload balancing optimization scheme based on mobile edge computing in vehicular heterogeneous network,2019,IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8794807/,"https://scholar.google.com/scholar?cites=4115336791174225776&as_sdt=2005&sciodt=0,5&hl=en",222,1,"With the rapid development of intelligent transportation, various applications which have millisecond delay requirements appear in the vehicular heterogeneous network. Offloading these delay-sensitive applications into edge nodes is a trend and direction of development …"
1,"C Li, J Tang, Y Zhang, X Yan, Y Luo",Energy efficient computation offloading for nonorthogonal multiple access assisted mobile edge computing with energy harvesting devices,2019,Computer Networks,Elsevier,https://www.sciencedirect.com/science/article/pii/S1389128618308077,"https://scholar.google.com/scholar?cites=144281351827188314&as_sdt=2005&sciodt=0,5&hl=en",223,1,"The mobile edge computing (MEC) is combined with wireless energy transfer (WET) to enhance the performance of wireless devices in Internet of Things (IoT) systems, which is called wireless powered mobile edge computing (WP-MEC). The sustainable energy supply …"
2,"Y Liu, FR Yu, X Li, H Ji…",Decentralized Resource Allocation for Video Transcoding and Delivery in Blockchain-Based System With Mobile Edge Computing,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8812693/,"https://scholar.google.com/scholar?cites=17396231695236921604&as_sdt=2005&sciodt=0,5&hl=en",224,1,"The blockchain-based video systems are designed to build a decentralized and flexible video ecosystem by enabling a direct interaction among users, video providers (VPs), and service providers. In blockchain-based video systems, the heterogeneous qualities and …"
1,"L He, J Ma, R Mo, D Wei",Designated Verifier Proxy Blind Signature Scheme for Unmanned Aerial Vehicle Network Based on Mobile Edge Computing,2019,Security and Communication Networks,hindawi.com,https://www.hindawi.com/journals/scn/2019/8583130/abs/,"https://scholar.google.com/scholar?cites=6676566715759531525&as_sdt=2005&sciodt=0,5&hl=en",225,1,"Unmanned Aerial Vehicle (UAV) has enormous potential in many domains. According to the characteristics of UAV, it is important for UAV network to assure low latency and integrity and authentication of commands sent by command center or command stations to UAV. In this …"
1,"R Dong, C She, W Hardjawana, Y Li…",Improving Energy Efficiency of Ultra-Reliable Low-Latency and Delay Tolerant Services in Mobile Edge Computing Systems,2019,2019 IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8757134/,"https://scholar.google.com/scholar?cites=17132030704224187252&as_sdt=2005&sciodt=0,5&hl=en",226,1,"In the 5th generation communication systems, ultra-reliable low-latency communications (URLLC) will co-exist with delay tolerant services. Meanwhile, improving energy efficiency (EE) of mobile devices is an urgent task for prolonging battery lifetime. In this work, we study …"
4,"J Hu, M Jiang, Q Zhang, Q Li…","Joint Optimization of UAV Position, Time Slot Allocation, and Computation Task Partition in Multiuser Aerial Mobile-Edge Computing Systems",2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8710282/,"https://scholar.google.com/scholar?cites=14775307393574173628&as_sdt=2005&sciodt=0,5&hl=en",227,1,"In this correspondence paper, an unmanned aerial vehicle (UAV) enabled mobile-edge computing (MEC) server is considered to provide MEC services for multiple ground users by employing a time-division multiple access protocol. Our objective is to solve the joint …"
2,"CM Huang, ZY Wu, SY Lin",The mobile edge computing (mec)-based vanet data offloading using the staying-time-oriented k-hop away offloading agent,2019,2019 International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8718188/,"https://scholar.google.com/scholar?cites=9176750215060850820&as_sdt=2005&sciodt=0,5&hl=en",228,1,This paper proposed a Mobile Edge Computing (MEC)-based k-hop away IEEE 802.11 p Road Side Unit (RSU) Vehicular-to-Infrastructure (V2I) offloading method. Let a vehicle X regularly use LTE cellular network to communicate with the peer entity in the infrastructure …
1,"H Liang, G Liu, J Gao, MJ Khan",Overflow remote warning using improved fuzzy c-means clustering in IoT monitoring system based on multi-access edge computing,2019,Neural Computing and Applications,Springer,https://link.springer.com/article/10.1007/s00521-019-04540-y,"https://scholar.google.com/scholar?cites=13990410870831657919&as_sdt=2005&sciodt=0,5&hl=en",229,1,"In existing overflow remote intelligent monitoring system, a huge amount of data uploading and multiple processing brings great challenges to the bandwidth load and real-time feedback of the server. Based on the Multiple Access Edge Computing Architecture (MEC) …"
1,"Q Cui, Z Zhou, Z Fu, R Meng, X Sun, QMJ Wu",Image steganography based on foreground object generation by generative adversarial networks in mobile edge computing with Internet of Things,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8701640/,"https://scholar.google.com/scholar?cites=2838030397965019341&as_sdt=2005&sciodt=0,5&hl=en",230,1,"Mobile edge computing provides low-latency service computing for the Internet of Things (IoT). Considering the computational cost of high-quality image steganography in practical mobile applications, we believe that mobile edge computing could provide real-time service …"
12,"D Sabella, V Sukhomlinov, L Trang, S Kekki…",Developing software for multi-access edge computing,2019,ETSI white paper,,,"https://scholar.google.com/scholar?cites=17003896773184535250&as_sdt=2005&sciodt=0,5&hl=en",231,1,
7,"QV Pham, F Fang, HN Vu, M Le, Z Ding, LB Le…","A survey of multi-access edge computing in 5G and beyond: Fundamentals, technology integration, and state-ofthe-art",2019,arXiv preprint arXiv …,,,"https://scholar.google.com/scholar?cites=14862267720000715502&as_sdt=2005&sciodt=0,5&hl=en",233,1,
0,"MNO Sadiku, CMM Kotteti…",Mobile Edge Computing,2019,Global Journal of …,computerresearch.org,https://computerresearch.org/index.php/computer/article/view/1809,,234,1,"Mobile applications are becoming increasingly computational-intensive, while many mobile devices still have limited battery power and cannot support computational intensive tasks. Mobile edge computing (MEC) computing is an extension of edge computing, and it refers to …"
0,"V Bindhu, JIZ Chen, S Shakya, ZF Khan",Mobile Edge Computing and Personal Networks,2019,Mobile Networks and …,Springer,https://link.springer.com/article/10.1007/s11036-019-01431-3,,236,1,Editorial: The continuing growth of the mobile traffic and high demanding from the smart user developed the mobile edge computing architecture. It offers a high utilization of bandwidth and lesser latency to the application developers and content providers from the edge of the …
0,"D Sabella, A Reznik, R Frazao",Multi-Access Edge Computing in Action,2019,,books.google.com,https://books.google.com/books?hl=en&lr=&id=PO-yDwAAQBAJ&oi=fnd&pg=PP1&dq=%22mobile+edge+computing%22%7C%22multi-access+edge+computing%22&ots=sgoT6uVQp8&sig=KBwCx0liGXGIuAPhAfzBsMbF940,,237,1,"This book provides a complete and strategic overview of Multi-Access Edge Computing (MEC). It covers network and technology aspects, describes the market scenarios from the different stakeholders' point of view, and analyzes deployment aspects and actions to …"
0,JA Rasanen,Policy control with mobile edge computing,2019,"US Patent App. 16/300,507",Google Patents,https://patents.google.com/patent/US20190230484A1/en,,238,1,"The present invention addresses a method, apparatus and computer program product for policy control with Mobile Edge Computing. An apparatus of the invention comprises a Mobile Edge Computing server connected between a radio network and a core network …"
0,"M Fayyaz, C Bin, W Almughalles, Y Li…",Optimizing Task Execution for Mobile Edge Computing,2019,Proceedings of the 2019 …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3375998.3376034,,239,1,"Computation-intensive applications can be enabled by mobile edge computing (MEC) in 5G networks because MEC carries cloud computing almost near to smart devices. In this paper, we study a multi-user MEC system, where several smart devices (SDs) can fulfill …"
1,"L Trang, S Alnås, J Rasmusson…",Relocation of mobile edge computing services,2019,US Patent App. 16 …,Google Patents,https://patents.google.com/patent/US20190191341A1/en,"https://scholar.google.com/scholar?cites=335556312566358042&as_sdt=2005&sciodt=0,5&hl=en",240,1,"A service provided by a mobile edge server is relocated. A base station associated with the mobile edge server sends a control message to a mobile edge system, the control message being indicative of a predicted handover of the terminal from the base station to one or more …"
0,"T Liu, Z Zhu, J Gu, X Luo",Learn to Offload in Mobile Edge Computing,2019,2019 IEEE Global Communications …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9013853/,,241,1,"Computation offloading is a promising technology in mobile edge computing (MEC) systems. In this paper, we take into account the system dynamics and the user mobility and formulate the mobile computation offloading as a stochastic optimal control problem. On the …"
0,"H Ma, Z Zhou, X Chen",Predictive Service Placement in Mobile Edge Computing,2019,2019 IEEE/CIC International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8855957/,,242,1,"Mobile edge computing is emerging to support delay-sensitive 5G applications at the edge of mobile networks. Unlike traditional centralized clouds, MEC nodes are attached to base stations or access points, thus densely deployed. Therefore, when a user moves erratically …"
0,"S Manariyo, D Poluektov, K Abdukodir…",Mobile Edge Computing for Video Application Migration,2019,"Internet of Things, Smart …",Springer,https://link.springer.com/chapter/10.1007/978-3-030-30859-9_49,,243,1,Modern telecommunication networks show steady growth in the digital cable television and IPTV market. In today's telecommunication networks most of the services are related to transmission of video traffic. For client's loyalty operators are busy looking for new video …
0,"H Yang, JB Wang, M Cheng, C Chang…",Secure Resource Allocation in Mobile Edge Computing Systems,2019,2019 IEEE Global …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9014031/,,244,1,"With the development of Internet of Things, the mobile edge computing has become a promising technology for real-time communications. This paper investigates a mobile edge computing system that consists of an access point integrated with a mobile edge computing …"
